"N.º"	"Fecha"	"Tiempo, GMT+01:00"	"Temp, °C (LGR S/N: 20954351, SEN S/N: 20954351)"	"Acoplador separado (LGR S/N: 20954351, SEN S/N: 20954351)"	"Acoplador adjunto (LGR S/N: 20954351, SEN S/N: 20954351)"	"Host conectado (LGR S/N: 20954351, SEN S/N: 20954351)"	"Final de archivo (LGR S/N: 20954351, SEN S/N: 20954351)"
1	21/02/21	10:00:00	11.102	Registrado			
2	21/02/21	11:00:00	11.127				
3	21/02/21	12:00:00	11.151				
4	21/02/21	13:00:00	11.200				
5	21/02/21	14:00:00	11.151				
6	21/02/21	15:00:00	11.151				
7	21/02/21	16:00:00	11.200				
8	21/02/21	17:00:00	11.151				
9	21/02/21	18:00:00	11.200				
10	21/02/21	19:00:00	11.248				
11	21/02/21	20:00:00	11.151				
12	21/02/21	21:00:00	11.151				
13	21/02/21	22:00:00	11.151				
14	21/02/21	23:00:00	11.175				
15	22/02/21	00:00:00	11.175				
16	22/02/21	01:00:00	11.151				
17	22/02/21	02:00:00	11.175				
18	22/02/21	03:00:00	11.200				
19	22/02/21	04:00:00	11.200				
20	22/02/21	05:00:00	11.248				
21	22/02/21	06:00:00	11.248				
22	22/02/21	07:00:00	11.200				
23	22/02/21	08:00:00	11.175				
24	22/02/21	09:00:00	11.078				
25	22/02/21	10:00:00	11.078				
26	22/02/21	11:00:00	11.102				
27	22/02/21	12:00:00	11.102				
28	22/02/21	13:00:00	11.151				
29	22/02/21	14:00:00	11.151				
30	22/02/21	15:00:00	11.200				
31	22/02/21	16:00:00	11.200				
32	22/02/21	17:00:00	11.200				
33	22/02/21	18:00:00	11.200				
34	22/02/21	19:00:00	11.224				
35	22/02/21	20:00:00	11.200				
36	22/02/21	21:00:00	11.248				
37	22/02/21	22:00:00	11.321				
38	22/02/21	23:00:00	11.297				
39	23/02/21	00:00:00	11.297				
40	23/02/21	01:00:00	11.297				
41	23/02/21	02:00:00	11.297				
42	23/02/21	03:00:00	11.297				
43	23/02/21	04:00:00	11.297				
44	23/02/21	05:00:00	11.297				
45	23/02/21	06:00:00	11.297				
46	23/02/21	07:00:00	11.297				
47	23/02/21	08:00:00	11.297				
48	23/02/21	09:00:00	11.297				
49	23/02/21	10:00:00	11.297				
50	23/02/21	11:00:00	11.321				
51	23/02/21	12:00:00	11.346				
52	23/02/21	13:00:00	11.370				
53	23/02/21	14:00:00	11.394				
54	23/02/21	15:00:00	11.370				
55	23/02/21	16:00:00	11.346				
56	23/02/21	17:00:00	11.346				
57	23/02/21	18:00:00	11.346				
58	23/02/21	19:00:00	11.370				
59	23/02/21	20:00:00	11.419				
60	23/02/21	21:00:00	11.394				
61	23/02/21	22:00:00	11.346				
62	23/02/21	23:00:00	11.370				
63	24/02/21	00:00:00	11.370				
64	24/02/21	01:00:00	11.370				
65	24/02/21	02:00:00	11.370				
66	24/02/21	03:00:00	11.346				
67	24/02/21	04:00:00	11.370				
68	24/02/21	05:00:00	11.370				
69	24/02/21	06:00:00	11.516				
70	24/02/21	07:00:00	11.540				
71	24/02/21	08:00:00	11.516				
72	24/02/21	09:00:00	11.443				
73	24/02/21	10:00:00	11.443				
74	24/02/21	11:00:00	11.516				
75	24/02/21	12:00:00	11.419				
76	24/02/21	13:00:00	11.443				
77	24/02/21	14:00:00	11.443				
78	24/02/21	15:00:00	11.419				
79	24/02/21	16:00:00	11.443				
80	24/02/21	17:00:00	11.419				
81	24/02/21	18:00:00	11.467				
82	24/02/21	19:00:00	11.443				
83	24/02/21	20:00:00	11.492				
84	24/02/21	21:00:00	11.419				
85	24/02/21	22:00:00	11.443				
