"N.º"	"Fecha"	"Tiempo, GMT+01:00"	"Temp, °C (LGR S/N: 20954341, SEN S/N: 20954341)"	"Acoplador separado (LGR S/N: 20954341, SEN S/N: 20954341)"	"Acoplador adjunto (LGR S/N: 20954341, SEN S/N: 20954341)"	"Host conectado (LGR S/N: 20954341, SEN S/N: 20954341)"	"Final de archivo (LGR S/N: 20954341, SEN S/N: 20954341)"
1	21/02/21	10:00:00	10.956	Registrado			
2	21/02/21	11:00:00	10.980				
3	21/02/21	12:00:00	10.980				
4	21/02/21	13:00:00	11.005				
5	21/02/21	14:00:00	11.102				
6	21/02/21	15:00:00	11.078				
7	21/02/21	16:00:00	11.005				
8	21/02/21	17:00:00	11.005				
9	21/02/21	18:00:00	11.005				
10	21/02/21	19:00:00	10.956				
11	21/02/21	20:00:00	10.980				
12	21/02/21	21:00:00	11.005				
13	21/02/21	22:00:00	11.005				
14	21/02/21	23:00:00	11.005				
15	22/02/21	00:00:00	11.005				
16	22/02/21	01:00:00	11.005				
17	22/02/21	02:00:00	11.005				
18	22/02/21	03:00:00	11.029				
19	22/02/21	04:00:00	11.053				
20	22/02/21	05:00:00	11.053				
21	22/02/21	06:00:00	11.053				
22	22/02/21	07:00:00	11.078				
23	22/02/21	08:00:00	11.029				
24	22/02/21	09:00:00	11.029				
25	22/02/21	10:00:00	11.053				
26	22/02/21	11:00:00	11.102				
27	22/02/21	12:00:00	11.248				
28	22/02/21	13:00:00	11.248				
29	22/02/21	14:00:00	11.224				
30	22/02/21	15:00:00	11.151				
31	22/02/21	16:00:00	11.175				
32	22/02/21	17:00:00	11.151				
33	22/02/21	18:00:00	11.127				
34	22/02/21	19:00:00	11.224				
35	22/02/21	20:00:00	11.321				
36	22/02/21	21:00:00	11.321				
37	22/02/21	22:00:00	11.297				
38	22/02/21	23:00:00	11.321				
39	23/02/21	00:00:00	11.297				
40	23/02/21	01:00:00	11.321				
41	23/02/21	02:00:00	11.346				
42	23/02/21	03:00:00	11.346				
43	23/02/21	04:00:00	11.321				
44	23/02/21	05:00:00	11.273				
45	23/02/21	06:00:00	11.248				
46	23/02/21	07:00:00	11.273				
47	23/02/21	08:00:00	11.297				
48	23/02/21	09:00:00	11.297				
49	23/02/21	10:00:00	11.273				
50	23/02/21	11:00:00	11.346				
51	23/02/21	12:00:00	11.394				
52	23/02/21	13:00:00	11.370				
53	23/02/21	14:00:00	11.370				
54	23/02/21	15:00:00	11.394				
55	23/02/21	16:00:00	11.321				
56	23/02/21	17:00:00	11.321				
57	23/02/21	18:00:00	11.321				
58	23/02/21	19:00:00	11.321				
59	23/02/21	20:00:00	11.346				
60	23/02/21	21:00:00	11.370				
61	23/02/21	22:00:00	11.346				
62	23/02/21	23:00:00	11.346				
63	24/02/21	00:00:00	11.346				
64	24/02/21	01:00:00	11.321				
65	24/02/21	02:00:00	11.321				
66	24/02/21	03:00:00	11.321				
67	24/02/21	04:00:00	11.297				
68	24/02/21	05:00:00	11.321				
69	24/02/21	06:00:00	11.321				
70	24/02/21	07:00:00	11.321				
71	24/02/21	08:00:00	11.443				
72	24/02/21	09:00:00	11.370				
73	24/02/21	10:00:00	11.394				
74	24/02/21	11:00:00	11.443				
75	24/02/21	12:00:00	11.394				
76	24/02/21	13:00:00	11.419				
77	24/02/21	14:00:00	11.394				
78	24/02/21	15:00:00	11.394				
79	24/02/21	16:00:00	11.419				
80	24/02/21	17:00:00	11.394				
81	24/02/21	18:00:00	11.394				
82	24/02/21	19:00:00	11.394				
83	24/02/21	20:00:00	11.443				
84	24/02/21	21:00:00	11.394				
85	24/02/21	22:00:00	11.370				
86	24/02/21	23:00:00	11.370				
87	25/02/21	00:00:00	11.394				
88	25/02/21	01:00:00	11.297				
89	25/02/21	02:00:00	11.370				
90	25/02/21	03:00:00	11.346				
91	25/02/21	04:00:00	11.346				
92	25/02/21	05:00:00	11.346				
93	25/02/21	06:00:00	11.419				
94	25/02/21	07:00:00	11.419				
95	25/02/21	08:00:00	11.370				
96	25/02/21	09:00:00	11.346				
97	25/02/21	10:00:00	11.394				
98	25/02/21	11:00:00	11.394				
99	25/02/21	12:00:00	11.492				
100	25/02/21	13:00:00	11.394				
101	25/02/21	14:00:00	11.419				
102	25/02/21	15:00:00	11.443				
103	25/02/21	16:00:00	11.419				
104	25/02/21	17:00:00	11.443				
105	25/02/21	18:00:00	11.467				
106	25/02/21	19:00:00	11.467				
107	25/02/21	20:00:00	11.443				
108	25/02/21	21:00:00	11.492				
109	25/02/21	22:00:00	11.467				
110	25/02/21	23:00:00	11.467				
111	26/02/21	00:00:00	11.443				
112	26/02/21	01:00:00	11.443				
113	26/02/21	02:00:00	11.394				
114	26/02/21	03:00:00	11.394				
115	26/02/21	04:00:00	11.297				
116	26/02/21	05:00:00	11.419				
117	26/02/21	06:00:00	11.394				
118	26/02/21	07:00:00	11.467				
119	26/02/21	08:00:00	11.419				
120	26/02/21	09:00:00	11.419				
121	26/02/21	10:00:00	11.443				
122	26/02/21	11:00:00	11.443				
123	26/02/21	12:00:00	11.443				
124	26/02/21	13:00:00	11.492				
125	26/02/21	14:00:00	11.516				
126	26/02/21	15:00:00	11.516				
127	26/02/21	16:00:00	11.467				
128	26/02/21	17:00:00	11.492				
129	26/02/21	18:00:00	11.467				
130	26/02/21	19:00:00	11.467				
131	26/02/21	20:00:00	11.492				
132	26/02/21	21:00:00	11.492				
133	26/02/21	22:00:00	11.492				
134	26/02/21	23:00:00	11.492				
135	27/02/21	00:00:00	11.492				
136	27/02/21	01:00:00	11.467				
137	27/02/21	02:00:00	11.467				
138	27/02/21	03:00:00	11.467				
