"#"	"Date"	"Heure, GMT+01:00"	"Temp., °C (LGR S/N: 10401325, SEN S/N: 10401325)"	"Coupleur détaché (LGR S/N: 10401325, SEN S/N: 10401325)"	"Coupleur attaché (LGR S/N: 10401325, SEN S/N: 10401325)"	"Hôte connecté (LGR S/N: 10401325, SEN S/N: 10401325)"	"Arrêté (LGR S/N: 10401325, SEN S/N: 10401325)"	"Fin de fichier (LGR S/N: 10401325, SEN S/N: 10401325)"
1	11/12/19	10:00:00	16.010	Enregistré				
2	11/12/19	11:00:00	16.034					
3	11/12/19	12:00:00	16.034					
4	11/12/19	13:00:00	16.082					
5	11/12/19	14:00:00	16.058					
6	11/12/19	15:00:00	16.129					
7	11/12/19	16:00:00	16.106					
8	11/12/19	17:00:00	16.106					
9	11/12/19	18:00:00	16.082					
10	11/12/19	19:00:00	16.058					
11	11/12/19	20:00:00	16.034					
12	11/12/19	21:00:00	16.034					
13	11/12/19	22:00:00	16.010					
14	11/12/19	23:00:00	16.010					
15	12/12/19	00:00:00	16.034					
16	12/12/19	01:00:00	16.034					
17	12/12/19	02:00:00	16.082					
18	12/12/19	03:00:00	16.082					
19	12/12/19	04:00:00	16.082					
20	12/12/19	05:00:00	16.106					
21	12/12/19	06:00:00	16.082					
22	12/12/19	07:00:00	16.082					
23	12/12/19	08:00:00	16.082					
24	12/12/19	09:00:00	16.058					
25	12/12/19	10:00:00	16.058					
26	12/12/19	11:00:00	16.034					
27	12/12/19	12:00:00	16.010					
28	12/12/19	13:00:00	15.986					
29	12/12/19	14:00:00	15.939					
30	12/12/19	15:00:00	15.915					
31	12/12/19	16:00:00	15.891					
32	12/12/19	17:00:00	15.843					
33	12/12/19	18:00:00	15.796					
34	12/12/19	19:00:00	15.724					
35	12/12/19	20:00:00	15.724					
36	12/12/19	21:00:00	15.796					
37	12/12/19	22:00:00	15.843					
38	12/12/19	23:00:00	15.867					
39	13/12/19	00:00:00	15.891					
40	13/12/19	01:00:00	15.915					
41	13/12/19	02:00:00	15.939					
42	13/12/19	03:00:00	15.963					
43	13/12/19	04:00:00	15.986					
44	13/12/19	05:00:00	15.986					
45	13/12/19	06:00:00	15.963					
46	13/12/19	07:00:00	15.963					
47	13/12/19	08:00:00	15.963					
48	13/12/19	09:00:00	15.963					
49	13/12/19	10:00:00	15.963					
50	13/12/19	11:00:00	15.963					
51	13/12/19	12:00:00	15.939					
52	13/12/19	13:00:00	15.915					
53	13/12/19	14:00:00	15.915					
54	13/12/19	15:00:00	15.915					
55	13/12/19	16:00:00	15.915					
56	13/12/19	17:00:00	15.915					
57	13/12/19	18:00:00	15.891					
58	13/12/19	19:00:00	15.915					
59	13/12/19	20:00:00	15.915					
60	13/12/19	21:00:00	15.843					
61	13/12/19	22:00:00	15.748					
62	13/12/19	23:00:00	15.819					
63	14/12/19	00:00:00	15.843					
64	14/12/19	01:00:00	15.843					
65	14/12/19	02:00:00	15.867					
66	14/12/19	03:00:00	15.772					
67	14/12/19	04:00:00	15.748					
68	14/12/19	05:00:00	15.652					
69	14/12/19	06:00:00	15.748					
70	14/12/19	07:00:00	15.772					
71	14/12/19	08:00:00	15.772					
72	14/12/19	09:00:00	15.796					
73	14/12/19	10:00:00	15.772					
74	14/12/19	11:00:00	15.772					
75	14/12/19	12:00:00	15.843					
76	14/12/19	13:00:00	15.963					
77	14/12/19	14:00:00	16.010					
78	14/12/19	15:00:00	15.963					
79	14/12/19	16:00:00	15.939					
80	14/12/19	17:00:00	15.867					
81	14/12/19	18:00:00	15.772					
82	14/12/19	19:00:00	15.748					
83	14/12/19	20:00:00	15.724					
84	14/12/19	21:00:00	15.676					
85	14/12/19	22:00:00	15.724					
86	14/12/19	23:00:00	15.724					
87	15/12/19	00:00:00	15.652					
