"#"	"Date"	"Heure, GMT+02:00"	"Temp., °C (LGR S/N: 9691738, SEN S/N: 9691738)"	"Intensité, Lux (LGR S/N: 9691738, SEN S/N: 9691738)"	"Coupleur attaché (LGR S/N: 9691738, SEN S/N: 9691738)"	"Hôte connecté (LGR S/N: 9691738, SEN S/N: 9691738)"	"Arrêté (LGR S/N: 9691738, SEN S/N: 9691738)"	"Fin de fichier (LGR S/N: 9691738, SEN S/N: 9691738)"
1520	12/07/18	17:00:00	18.521	516.7				
1521	12/07/18	18:00:00	19.092	344.4				
1522	12/07/18	19:00:00	19.472	139.9				
1523	12/07/18	20:00:00	18.426	21.5				
1524	12/07/18	21:00:00	18.331	0.0				
1525	12/07/18	22:00:00	18.236	0.0				
1526	12/07/18	23:00:00	19.472	0.0				
1527	13/07/18	00:00:00	18.806	0.0				
1528	13/07/18	01:00:00	18.711	0.0				
1529	13/07/18	02:00:00	18.711	0.0				
1530	13/07/18	03:00:00	17.379	0.0				
1531	13/07/18	04:00:00	17.475	0.0				
1532	13/07/18	05:00:00	17.665	0.0				
1533	13/07/18	06:00:00	18.331	0.0				
1534	13/07/18	07:00:00	17.475	43.1				
1535	13/07/18	08:00:00	16.713	53.8				
1536	13/07/18	09:00:00	16.618	75.3				
1537	13/07/18	10:00:00	16.427	86.1				
1538	13/07/18	11:00:00	16.427	107.6				
1539	13/07/18	12:00:00	17.284	129.2				
1540	13/07/18	13:00:00	17.379	172.2				
1541	13/07/18	14:00:00	17.570	226.0				
1542	13/07/18	15:00:00	18.236	322.9				
1543	13/07/18	16:00:00	20.234	462.9				
1544	13/07/18	17:00:00	19.662	452.1				
1545	13/07/18	18:00:00	18.711	226.0				
1546	13/07/18	19:00:00	17.760	96.9				
1547	13/07/18	20:00:00	17.665	0.0				
1548	13/07/18	21:00:00	17.950	0.0				
1549	13/07/18	22:00:00	18.140	0.0				
1550	13/07/18	23:00:00	18.140	0.0				
1551	14/07/18	00:00:00	18.045	0.0				
1552	14/07/18	01:00:00	17.760	0.0				
1553	14/07/18	02:00:00	18.806	0.0				
1554	14/07/18	03:00:00	16.999	0.0				
1555	14/07/18	04:00:00	17.475	0.0				
1556	14/07/18	05:00:00	17.284	0.0				
1557	14/07/18	06:00:00	17.284	0.0				
1558	14/07/18	07:00:00	17.189	10.8				
1559	14/07/18	08:00:00	17.094	21.5				
1560	14/07/18	09:00:00	16.903	21.5				
1561	14/07/18	10:00:00	16.999	64.6				
1562	14/07/18	11:00:00	16.903	53.8				
1563	14/07/18	12:00:00	16.808	86.1				
1564	14/07/18	13:00:00	17.665	129.2				
1565	14/07/18	14:00:00	17.284	172.2				
1566	14/07/18	15:00:00	17.950	258.3				
1567	14/07/18	16:00:00	18.140	387.5				
1568	14/07/18	17:00:00	17.094	419.8				
1569	14/07/18	18:00:00	16.808	269.1				
1570	14/07/18	19:00:00	16.903	107.6				
1571	14/07/18	20:00:00	16.808	10.8				
1572	14/07/18	21:00:00	16.903	0.0				
1573	14/07/18	22:00:00	16.713	0.0				
1574	14/07/18	23:00:00	17.094	0.0				
1575	15/07/18	00:00:00	18.806	0.0				
1576	15/07/18	01:00:00	19.092	0.0				
1577	15/07/18	02:00:00	19.853	0.0				
1578	15/07/18	03:00:00	19.948	0.0				
1579	15/07/18	04:00:00	18.806	0.0				
1580	15/07/18	05:00:00	17.760	0.0				
1581	15/07/18	06:00:00	17.570	10.8				
1582	15/07/18	07:00:00	17.475	53.8				
1583	15/07/18	08:00:00	17.475	75.3				
1584	15/07/18	09:00:00	17.475	107.6				
1585	15/07/18	10:00:00	17.284	118.4				
1586	15/07/18	11:00:00	17.189	161.5				
1587	15/07/18	12:00:00	16.903	193.8				
1588	15/07/18	13:00:00	16.808	312.2				
1589	15/07/18	14:00:00	16.999	322.9				
1590	15/07/18	15:00:00	16.999	495.1				
1591	15/07/18	16:00:00	17.379	710.4				
1592	15/07/18	17:00:00	17.950	581.3				
1593	15/07/18	18:00:00	19.758	398.3				
1594	15/07/18	19:00:00	19.948	161.5				
1595	15/07/18	20:00:00	17.760	21.5				
1596	15/07/18	21:00:00	17.284	0.0				
1597	15/07/18	22:00:00	17.189	0.0				
1598	15/07/18	23:00:00	18.426	0.0				
1599	16/07/18	00:00:00	18.045	0.0				
1600	16/07/18	01:00:00	17.855	0.0				
1601	16/07/18	02:00:00	17.760	0.0				
1602	16/07/18	03:00:00	17.379	0.0				
1603	16/07/18	04:00:00	16.903	0.0				
1604	16/07/18	05:00:00	16.618	0.0				
1605	16/07/18	06:00:00	18.521	0.0				
1606	16/07/18	07:00:00	17.855	43.1				
1607	16/07/18	08:00:00	16.999	64.6				
1608	16/07/18	09:00:00	16.618	86.1				
1609	16/07/18	10:00:00	16.618	107.6				
1610	16/07/18	11:00:00	16.523	129.2				
1611	16/07/18	12:00:00	16.523	161.5				
1612	16/07/18	13:00:00	16.427	215.3				
1613	16/07/18	14:00:00	17.189	236.8				
1614	16/07/18	15:00:00	17.665	430.6				
1615	16/07/18	16:00:00	17.855	193.8				
1616	16/07/18	17:00:00	17.475	129.2				
1617	16/07/18	18:00:00	17.950	129.2				
1618	16/07/18	19:00:00	17.284	53.8				
1619	16/07/18	20:00:00	16.999	0.0				
1620	16/07/18	21:00:00	16.999	0.0				
1621	16/07/18	22:00:00	17.284	0.0				
1622	16/07/18	23:00:00	17.665	0.0				
1623	17/07/18	00:00:00	17.475	0.0				
1624	17/07/18	01:00:00	17.570	0.0				
1625	17/07/18	02:00:00	17.379	0.0				
1626	17/07/18	03:00:00	17.379	0.0				
1627	17/07/18	04:00:00	17.284	0.0				
1628	17/07/18	05:00:00	18.045	0.0				
1629	17/07/18	06:00:00	17.475	0.0				
1630	17/07/18	07:00:00	17.570	0.0				
1631	17/07/18	08:00:00	17.379	86.1				
1632	17/07/18	09:00:00	16.999	107.6				
1633	17/07/18	10:00:00	16.903	107.6				
1634	17/07/18	11:00:00	16.618	96.9				
1635	17/07/18	12:00:00	16.523	129.2				
1636	17/07/18	13:00:00	16.999	161.5				
1637	17/07/18	14:00:00	17.094	226.0				
1638	17/07/18	15:00:00	17.284	376.7				
1639	17/07/18	16:00:00	17.284	549.0				
1640	17/07/18	17:00:00	17.094	452.1				
1641	17/07/18	18:00:00	17.094	322.9				
1642	17/07/18	19:00:00	19.187	129.2				
1643	17/07/18	20:00:00	24.062	10.8				
1644	17/07/18	21:00:00	23.966	0.0				
1645	17/07/18	22:00:00	23.196	0.0				
1646	17/07/18	23:00:00	22.717	0.0				
1647	18/07/18	00:00:00	20.138	0.0				
1648	18/07/18	01:00:00	17.284	0.0				
1649	18/07/18	02:00:00	17.189	0.0				
1650	18/07/18	03:00:00	17.379	0.0				
1651	18/07/18	04:00:00	17.760	0.0				
1652	18/07/18	05:00:00	16.808	0.0				
1653	18/07/18	06:00:00	16.523	0.0				
1654	18/07/18	07:00:00	17.094	32.3				
1655	18/07/18	08:00:00	18.236	53.8				
1656	18/07/18	09:00:00	17.189	64.6				
1657	18/07/18	10:00:00	17.284	96.9				
1658	18/07/18	11:00:00	17.189	118.4				
1659	18/07/18	12:00:00	16.046	139.9				
1660	18/07/18	13:00:00	16.332	172.2				
1661	18/07/18	14:00:00	16.427	247.6				
1662	18/07/18	15:00:00	16.713	366.0				
1663	18/07/18	16:00:00	16.808	656.6				
1664	18/07/18	17:00:00	22.046	581.3				
1665	18/07/18	18:00:00	21.569	366.0				
1666	18/07/18	19:00:00	20.901	161.5				
1667	18/07/18	20:00:00	20.615	10.8				
1668	18/07/18	21:00:00	19.662	0.0				
1669	18/07/18	22:00:00	19.282	0.0				
1670	18/07/18	23:00:00	18.331	0.0				
1671	19/07/18	00:00:00	17.665	0.0				
1672	19/07/18	01:00:00	17.570	0.0				
1673	19/07/18	02:00:00	17.950	0.0				
1674	19/07/18	03:00:00	17.855	0.0				
1675	19/07/18	04:00:00	17.475	0.0				
1676	19/07/18	05:00:00	16.808	0.0				
1677	19/07/18	06:00:00	16.903	0.0				
1678	19/07/18	07:00:00	16.713	32.3				
1679	19/07/18	08:00:00	16.523	53.8				
1680	19/07/18	09:00:00	16.808	86.1				
1681	19/07/18	10:00:00	16.808	96.9				
1682	19/07/18	11:00:00	16.523	139.9				
1683	19/07/18	12:00:00	16.523	161.5				
1684	19/07/18	13:00:00	17.094	215.3				
1685	19/07/18	14:00:00	16.999	226.0				
1686	19/07/18	15:00:00	17.094	376.7				
1687	19/07/18	16:00:00	17.570	516.7				
1688	19/07/18	17:00:00	17.665	462.9				
1689	19/07/18	18:00:00	17.855	236.8				
1690	19/07/18	19:00:00	17.284	150.7				
1691	19/07/18	20:00:00	17.950	10.8				
1692	19/07/18	21:00:00	17.760	0.0				
1693	19/07/18	22:00:00	17.570	0.0				
1694	19/07/18	23:00:00	17.475	0.0				
1695	20/07/18	00:00:00	17.284	0.0				
1696	20/07/18	01:00:00	17.094	0.0				
1697	20/07/18	02:00:00	17.094	0.0				
1698	20/07/18	03:00:00	17.379	0.0				
1699	20/07/18	04:00:00	18.236	0.0				
1700	20/07/18	05:00:00	18.045	0.0				
1701	20/07/18	06:00:00	17.665	0.0				
1702	20/07/18	07:00:00	17.665	43.1				
1703	20/07/18	08:00:00	17.475	75.3				
1704	20/07/18	09:00:00	17.379	96.9				
1705	20/07/18	10:00:00	18.140	107.6				
1706	20/07/18	11:00:00	17.475	129.2				
1707	20/07/18	12:00:00	17.284	161.5				
1708	20/07/18	13:00:00	17.284	215.3				
1709	20/07/18	14:00:00	17.189	301.4				
1710	20/07/18	15:00:00	17.094	387.5				
1711	20/07/18	16:00:00	17.189	549.0				
1712	20/07/18	17:00:00	17.189	538.2				
1713	20/07/18	18:00:00	16.999	355.2				
1714	20/07/18	19:00:00	16.713	139.9				
1715	20/07/18	20:00:00	18.711	10.8				
1716	20/07/18	21:00:00	17.855	0.0				
1717	20/07/18	22:00:00	17.094	0.0				
1718	20/07/18	23:00:00	16.903	0.0				
1719	21/07/18	00:00:00	16.999	0.0				
1720	21/07/18	01:00:00	16.999	0.0				
1721	21/07/18	02:00:00	17.284	0.0				
1722	21/07/18	03:00:00	17.284	0.0				
1723	21/07/18	04:00:00	17.284	0.0				
1724	21/07/18	05:00:00	17.094	0.0				
1725	21/07/18	06:00:00	17.284	0.0				
1726	21/07/18	07:00:00	17.189	10.8				
1727	21/07/18	08:00:00	17.094	21.5				
1728	21/07/18	09:00:00	16.903	32.3				
1729	21/07/18	10:00:00	16.618	43.1				
1730	21/07/18	11:00:00	16.332	53.8				
1731	21/07/18	12:00:00	16.427	64.6				
1732	21/07/18	13:00:00	16.427	96.9				
1733	21/07/18	14:00:00	16.523	193.8				
1734	21/07/18	15:00:00	16.427	161.5				
1735	21/07/18	16:00:00	17.094	193.8				
1736	21/07/18	17:00:00	17.760	53.8				
1737	21/07/18	18:00:00	16.903	75.3				
1738	21/07/18	19:00:00	18.045	10.8				
1739	21/07/18	20:00:00	18.236	0.0				
1740	21/07/18	21:00:00	17.665	0.0				
1741	21/07/18	22:00:00	17.094	0.0				
1742	21/07/18	23:00:00	17.665	0.0				
1743	22/07/18	00:00:00	16.903	0.0				
1744	22/07/18	01:00:00	16.808	0.0				
1745	22/07/18	02:00:00	17.284	0.0				
1746	22/07/18	03:00:00	17.475	0.0				
1747	22/07/18	04:00:00	16.903	0.0				
1748	22/07/18	05:00:00	17.665	0.0				
1749	22/07/18	06:00:00	16.523	0.0				
1750	22/07/18	07:00:00	20.710	10.8				
1751	22/07/18	08:00:00	20.424	32.3				
1752	22/07/18	09:00:00	19.853	75.3				
1753	22/07/18	10:00:00	19.472	43.1				
1754	22/07/18	11:00:00	19.092	53.8				
1755	22/07/18	12:00:00	18.996	75.3				
1756	22/07/18	13:00:00	19.092	86.1				
1757	22/07/18	14:00:00	19.187	129.2				
1758	22/07/18	15:00:00	18.331	193.8				
1759	22/07/18	16:00:00	18.711	279.9				
1760	22/07/18	17:00:00	20.043	215.3				
1761	22/07/18	18:00:00	18.616	215.3				
1762	22/07/18	19:00:00	18.806	75.3				
1763	22/07/18	20:00:00	18.236	0.0				
1764	22/07/18	21:00:00	17.570	0.0				
1765	22/07/18	22:00:00	17.189	0.0				
1766	22/07/18	23:00:00	16.808	0.0				
1767	23/07/18	00:00:00	16.999	0.0				
1768	23/07/18	01:00:00	16.903	0.0				
1769	23/07/18	02:00:00	16.523	0.0				
1770	23/07/18	03:00:00	16.427	0.0				
1771	23/07/18	04:00:00	16.427	0.0				
1772	23/07/18	05:00:00	16.427	0.0				
1773	23/07/18	06:00:00	16.332	0.0				
1774	23/07/18	07:00:00	16.332	0.0				
1775	23/07/18	08:00:00	16.237	0.0				
1776	23/07/18	09:00:00	16.427	0.0				
1777	23/07/18	10:00:00	16.618	0.0				
1778	23/07/18	11:00:00	16.713	0.0				
1779	23/07/18	12:00:00	17.379	43.1				
1780	23/07/18	13:00:00	17.475	32.3				
1781	23/07/18	14:00:00	16.999	43.1				
1782	23/07/18	15:00:00	17.094	43.1				
1783	23/07/18	16:00:00	17.475	107.6				
1784	23/07/18	17:00:00	17.379	118.4				
1785	23/07/18	18:00:00	17.094	32.3				
1786	23/07/18	19:00:00	16.903	32.3				
1787	23/07/18	20:00:00	16.808	0.0				
1788	23/07/18	21:00:00	17.094	0.0				
1789	23/07/18	22:00:00	17.094	0.0				
1790	23/07/18	23:00:00	17.094	0.0				
1791	24/07/18	00:00:00	17.475	0.0				
1792	24/07/18	01:00:00	17.379	0.0				
1793	24/07/18	02:00:00	17.094	0.0				
1794	24/07/18	03:00:00	16.999	0.0				
1795	24/07/18	04:00:00	17.189	0.0				
1796	24/07/18	05:00:00	17.094	0.0				
1797	24/07/18	06:00:00	17.094	0.0				
1798	24/07/18	07:00:00	17.094	0.0				
1799	24/07/18	08:00:00	16.999	10.8				
1800	24/07/18	09:00:00	16.808	10.8				
1801	24/07/18	10:00:00	16.903	21.5				
1802	24/07/18	11:00:00	16.808	32.3				
1803	24/07/18	12:00:00	16.713	43.1				
1804	24/07/18	13:00:00	16.618	53.8				
1805	24/07/18	14:00:00	16.618	64.6				
1806	24/07/18	15:00:00	16.618	86.1				
1807	24/07/18	16:00:00	16.427	129.2				
1808	24/07/18	17:00:00	18.711	193.8				
1809	24/07/18	18:00:00	19.187	129.2				
1810	24/07/18	19:00:00	19.092	53.8				
1811	24/07/18	20:00:00	18.996	0.0				
1812	24/07/18	21:00:00	18.901	0.0				
