Date	Time	5	10	15	20	25	30	35	40
22/07/2014	11:00:00	26.818	26.769						
22/07/2014	12:00:00	26.916	26.769						
22/07/2014	13:00:00	26.965	26.891						
22/07/2014	14:00:00	27.407	27.014						
22/07/2014	15:00:00	27.481	27.087						
22/07/2014	16:00:00	27.727	27.358						
22/07/2014	17:00:00	27.702	26.989						
22/07/2014	18:00:00	27.186	26.744						
22/07/2014	19:00:00	26.916	26.72						
22/07/2014	20:00:00	26.916	26.671						
22/07/2014	21:00:00	26.965	26.793						
22/07/2014	22:00:00	27.186	26.769						
22/07/2014	23:00:00	27.358	26.965						
23/07/2014	00:00:00	27.284	27.087						
23/07/2014	01:00:00	27.431	26.989						
23/07/2014	02:00:00	27.136	26.573						
23/07/2014	03:00:00	27.038	26.818						
23/07/2014	04:00:00	26.793	26.744						
23/07/2014	05:00:00	26.646	26.549						
23/07/2014	06:00:00	26.671	26.402						
23/07/2014	07:00:00	26.695	26.646						
23/07/2014	08:00:00	27.063	27.063						
23/07/2014	09:00:00	27.284	27.333						
23/07/2014	10:00:00	27.186	27.063						
23/07/2014	11:00:00	27.112	27.063						
23/07/2014	12:00:00	27.579	27.776						
23/07/2014	13:00:00	27.431	27.136						
23/07/2014	14:00:00	27.875	27.924						
23/07/2014	15:00:00	27.727	27.875						
23/07/2014	16:00:00	27.604	27.677						
23/07/2014	17:00:00	27.727	27.727						
23/07/2014	18:00:00	27.604	27.727						
23/07/2014	19:00:00	27.604	27.677						
23/07/2014	20:00:00	27.579	27.554						
23/07/2014	21:00:00	27.481	27.259						
23/07/2014	22:00:00	27.333	26.793						
23/07/2014	23:00:00	27.259	27.063						
24/07/2014	00:00:00	27.284	27.235						
24/07/2014	01:00:00	27.284	27.235						
24/07/2014	02:00:00	27.284	25.793						
24/07/2014	03:00:00	27.112	25.525						
24/07/2014	04:00:00	26.818	25.234						
24/07/2014	05:00:00	27.038	25.55						
24/07/2014	06:00:00	26.524	25.987						
24/07/2014	07:00:00	26.989	26.965						
24/07/2014	08:00:00	26.965	26.965						
24/07/2014	09:00:00	27.087	26.671						
24/07/2014	10:00:00	26.329	26.134						
24/07/2014	11:00:00	27.186	27.136						
24/07/2014	12:00:00	27.014	26.916						
24/07/2014	13:00:00	27.063	26.989						
24/07/2014	14:00:00	26.842	26.353						
24/07/2014	15:00:00	27.063	26.965						
24/07/2014	16:00:00	27.087	27.014						
24/07/2014	17:00:00	26.94	26.769						
24/07/2014	18:00:00	26.769	26.671						
24/07/2014	19:00:00	26.646	26.475						
24/07/2014	20:00:00	25.939	25.841						
24/07/2014	21:00:00	26.256	26.134						
24/07/2014	22:00:00	26.304	26.012						
24/07/2014	23:00:00	25.817	25.744						
25/07/2014	00:00:00	26.158	26.036						
25/07/2014	01:00:00	25.841	25.817						
25/07/2014	02:00:00	26.256	26.182						
25/07/2014	03:00:00	26.402	26.475						
25/07/2014	04:00:00	26.304	26.451						
25/07/2014	05:00:00	26.426	26.451						
25/07/2014	06:00:00	26.353	26.402						
25/07/2014	07:00:00	26.451	26.573						
25/07/2014	08:00:00	26.304	26.598						
25/07/2014	09:00:00	26.5	26.646						
25/07/2014	10:00:00	26.622	26.353						
25/07/2014	11:00:00	26.426	26.402						
25/07/2014	12:00:00	26.402	26.402						
25/07/2014	13:00:00	26.842	26.695						
25/07/2014	14:00:00	26.94	27.063						
25/07/2014	15:00:00	27.186	27.284						
25/07/2014	16:00:00	27.431	27.382						
25/07/2014	17:00:00	27.481	27.431						
25/07/2014	18:00:00	27.481	27.456						
25/07/2014	19:00:00	27.038	27.063						
25/07/2014	20:00:00	27.112	27.259						
25/07/2014	21:00:00	27.308	27.456						
25/07/2014	22:00:00	26.793	26.72						
25/07/2014	23:00:00	26.744	26.549						
26/07/2014	00:00:00	26.842	26.695						
26/07/2014	01:00:00	27.136	27.112						
26/07/2014	02:00:00	27.308	27.284						
26/07/2014	03:00:00	26.818	26.793						
26/07/2014	04:00:00	27.235	27.284						
26/07/2014	05:00:00	26.818	26.744						
26/07/2014	06:00:00	27.014	27.063						
26/07/2014	07:00:00	27.038	26.989						
26/07/2014	08:00:00	27.161	27.21						
26/07/2014	09:00:00	27.259	27.308						
26/07/2014	10:00:00	27.358	27.407						
26/07/2014	11:00:00	27.431	27.431						
26/07/2014	12:00:00	27.505	27.431						
26/07/2014	13:00:00	27.456	27.382						
26/07/2014	14:00:00	28.122	27.998						
26/07/2014	15:00:00	28.394	28.196						
26/07/2014	16:00:00	28.444	28.27						
26/07/2014	17:00:00	28.32	28.27						
26/07/2014	18:00:00	28.122	28.072						
26/07/2014	19:00:00	27.974	27.924						
26/07/2014	20:00:00	27.924	27.875						
26/07/2014	21:00:00	27.924	27.899						
26/07/2014	22:00:00	27.875	27.825						
26/07/2014	23:00:00	27.875	27.825						
27/07/2014	00:00:00	27.801	27.776						
27/07/2014	01:00:00	27.554	27.505						
27/07/2014	02:00:00	27.53	27.456						
27/07/2014	03:00:00	27.604	27.653						
27/07/2014	04:00:00	27.579	27.554						
27/07/2014	05:00:00	27.579	27.554						
27/07/2014	06:00:00	27.579	27.505						
27/07/2014	07:00:00	27.53	27.456						
27/07/2014	08:00:00	27.554	27.407						
27/07/2014	09:00:00	27.554	27.456						
27/07/2014	10:00:00	27.481	27.407						
27/07/2014	11:00:00	27.235	27.21						
27/07/2014	12:00:00	27.579	27.505						
27/07/2014	13:00:00	27.949	27.604						
27/07/2014	14:00:00	28.048	27.727						
27/07/2014	15:00:00	27.899	27.554						
27/07/2014	16:00:00	27.702	27.554						
27/07/2014	17:00:00	28.147	27.628						
27/07/2014	18:00:00	28.023	27.653						
27/07/2014	19:00:00	27.974	27.924						
27/07/2014	20:00:00	27.949	27.776						
27/07/2014	21:00:00	27.924	27.751						
27/07/2014	22:00:00	27.85	27.677						
27/07/2014	23:00:00	27.776	27.579						
28/07/2014	00:00:00	27.727	27.604						
28/07/2014	01:00:00	27.653	27.505						
28/07/2014	02:00:00	27.628	27.53						
28/07/2014	03:00:00	27.677	27.53						
28/07/2014	04:00:00	27.653	27.53						
28/07/2014	05:00:00	27.702	27.505						
28/07/2014	06:00:00	27.677	27.505						
28/07/2014	07:00:00	27.702	27.53						
28/07/2014	08:00:00	27.677	27.579						
28/07/2014	09:00:00	27.653	27.505						
28/07/2014	10:00:00	27.677	27.579						
28/07/2014	11:00:00	27.776	27.554						
28/07/2014	12:00:00	27.677	27.579						
28/07/2014	13:00:00	27.751	27.579						
28/07/2014	14:00:00	27.481	27.505						
28/07/2014	15:00:00	27.554	27.407						
28/07/2014	16:00:00	27.554	27.333						
28/07/2014	17:00:00	27.974	27.136						
28/07/2014	18:00:00	28.345	27.284						
28/07/2014	19:00:00	28.394	27.358						
28/07/2014	20:00:00	28.196	27.014						
28/07/2014	21:00:00	28.27	26.965						
28/07/2014	22:00:00	28.221	26.989						
28/07/2014	23:00:00	27.998	26.965						
29/07/2014	00:00:00	27.998	27.235						
29/07/2014	01:00:00	27.998	27.431						
29/07/2014	02:00:00	27.924	27.53						
29/07/2014	03:00:00	27.801	27.628						
29/07/2014	04:00:00	27.924	27.579						
29/07/2014	05:00:00	27.924	27.604						
29/07/2014	06:00:00	27.875	27.677						
29/07/2014	07:00:00	27.875	27.677						
29/07/2014	08:00:00	27.776	27.677						
29/07/2014	09:00:00	27.751	27.677						
29/07/2014	10:00:00	27.85	27.727						
29/07/2014	11:00:00	27.949	27.579						
29/07/2014	12:00:00	27.899	27.727						
29/07/2014	13:00:00	27.949	27.776						
29/07/2014	14:00:00	28.023	27.727						
29/07/2014	15:00:00	28.245	27.284						
29/07/2014	16:00:00	28.072	27.751						
29/07/2014	17:00:00	27.875	27.677						
29/07/2014	18:00:00	27.801	27.653						
29/07/2014	19:00:00	27.727	27.53						
29/07/2014	20:00:00	27.727	27.554						
29/07/2014	21:00:00	27.702	27.358						
29/07/2014	22:00:00	27.677	27.554						
29/07/2014	23:00:00	27.702	27.554						
30/07/2014	00:00:00	27.702	27.53						
30/07/2014	01:00:00	27.727	27.505						
30/07/2014	02:00:00	27.751	27.53						
30/07/2014	03:00:00	27.702	27.554						
30/07/2014	04:00:00	27.653	27.505						
30/07/2014	05:00:00	27.604	27.53						
30/07/2014	06:00:00	27.554	27.456						
30/07/2014	07:00:00	27.481	27.407						
30/07/2014	08:00:00	27.53	27.333						
30/07/2014	09:00:00	27.308	27.284						
30/07/2014	10:00:00	27.186	26.769						
30/07/2014	11:00:00	27.407	27.333						
30/07/2014	12:00:00	27.481	27.382						
30/07/2014	13:00:00	27.579	27.481						
30/07/2014	14:00:00	28.072	27.308						
30/07/2014	15:00:00	27.604	27.284						
30/07/2014	16:00:00	27.801	27.21						
30/07/2014	17:00:00	27.776	27.53						
30/07/2014	18:00:00	27.751	27.431						
30/07/2014	19:00:00	28.419	27.604						
30/07/2014	20:00:00	27.653	27.382						
30/07/2014	21:00:00	27.505	27.456						
30/07/2014	22:00:00	27.53	27.431						
30/07/2014	23:00:00	27.481	26.891						
31/07/2014	00:00:00	27.308	26.989						
31/07/2014	01:00:00	27.53	27.087						
31/07/2014	02:00:00	27.825	27.308						
31/07/2014	03:00:00	27.85	27.653						
31/07/2014	04:00:00	27.702	27.038						
31/07/2014	05:00:00	27.727	27.21						
31/07/2014	06:00:00	27.751	27.653						
31/07/2014	07:00:00	27.604	27.358						
31/07/2014	08:00:00	27.53	26.891						
31/07/2014	09:00:00	27.751	27.063						
31/07/2014	10:00:00	27.924	27.579						
31/07/2014	11:00:00	28.048	27.554						
31/07/2014	12:00:00	28.147	28.023						
31/07/2014	13:00:00	28.196	28.023						
31/07/2014	14:00:00	28.32	27.998						
31/07/2014	15:00:00	28.097	27.407						
31/07/2014	16:00:00	28.147	27.333						
31/07/2014	17:00:00	28.122	27.407						
31/07/2014	18:00:00	28.568	27.776						
31/07/2014	19:00:00	28.221	27.628						
31/07/2014	20:00:00	27.727	27.604						
31/07/2014	21:00:00	27.825	27.579						
31/07/2014	22:00:00	27.974	27.727						
31/07/2014	23:00:00	28.345	27.875						
01/08/2014	00:00:00	28.32	28.147						
01/08/2014	01:00:00	28.147	27.677						
01/08/2014	02:00:00	27.998	27.53						
01/08/2014	03:00:00	27.825	27.751						
01/08/2014	04:00:00	27.825	27.702						
01/08/2014	05:00:00	27.924	27.825						
01/08/2014	06:00:00	28.048	27.776						
01/08/2014	07:00:00	28.023	27.85						
01/08/2014	08:00:00	28.072	27.899						
01/08/2014	09:00:00	28.023	27.899						
01/08/2014	10:00:00	28.048	27.924						
01/08/2014	11:00:00	28.023	27.974						
01/08/2014	12:00:00	28.196	28.147						
01/08/2014	13:00:00	28.444	28.295						
01/08/2014	14:00:00	28.617	28.518						
01/08/2014	15:00:00	28.617	28.468						
01/08/2014	16:00:00	28.667	28.493						
01/08/2014	17:00:00	28.468	28.023						
01/08/2014	18:00:00	28.221	26.94						
01/08/2014	19:00:00	27.53	27.284						
01/08/2014	20:00:00	28.221	27.702						
01/08/2014	21:00:00	27.727	27.554						
01/08/2014	22:00:00	28.147	27.751						
01/08/2014	23:00:00	27.974	27.751						
02/08/2014	00:00:00	27.481	27.308						
02/08/2014	01:00:00	27.677	27.505						
02/08/2014	02:00:00	27.899	27.776						
02/08/2014	03:00:00	27.899	27.727						
02/08/2014	04:00:00	27.974	27.382						
02/08/2014	05:00:00	27.776	26.965						
02/08/2014	06:00:00	27.85	27.038						
02/08/2014	07:00:00	27.727	27.259						
02/08/2014	08:00:00	27.727	27.21						
02/08/2014	09:00:00	27.776	27.063						
02/08/2014	10:00:00	27.875	27.186						
02/08/2014	11:00:00	27.924	27.628						
02/08/2014	12:00:00	27.949	27.481						
02/08/2014	13:00:00	28.468	27.136						
02/08/2014	14:00:00	28.468	26.695						
02/08/2014	15:00:00	28.221	26.524						
02/08/2014	16:00:00	28.345	26.549						
02/08/2014	17:00:00	28.147	26.695						
02/08/2014	18:00:00	28.048	26.744						
02/08/2014	19:00:00	28.221	27.235						
02/08/2014	20:00:00	28.171	27.014						
02/08/2014	21:00:00	27.998	27.259						
02/08/2014	22:00:00	27.924	27.382						
02/08/2014	23:00:00	28.171	27.505						
03/08/2014	00:00:00	27.974	27.284						
03/08/2014	01:00:00	27.825	27.456						
03/08/2014	02:00:00	27.899	27.53						
03/08/2014	03:00:00	27.825	27.505						
03/08/2014	04:00:00	27.751	27.456						
03/08/2014	05:00:00	27.727	27.554						
03/08/2014	06:00:00	27.53	27.456						
03/08/2014	07:00:00	27.801	27.456						
03/08/2014	08:00:00	27.801	27.481						
03/08/2014	09:00:00	27.677	27.161						
03/08/2014	10:00:00	27.53	27.382						
03/08/2014	11:00:00	27.653	27.481						
03/08/2014	12:00:00	27.604	27.358						
03/08/2014	13:00:00	27.604	27.161						
03/08/2014	14:00:00	27.431	27.136						
03/08/2014	15:00:00	27.727	27.505						
03/08/2014	16:00:00	27.727	27.087						
03/08/2014	17:00:00	27.481	26.353						
03/08/2014	18:00:00	27.727	26.451						
03/08/2014	19:00:00	27.875	27.186						
03/08/2014	20:00:00	27.776	27.186						
03/08/2014	21:00:00	27.702	27.308						
03/08/2014	22:00:00	27.628	27.456						
03/08/2014	23:00:00	27.677	27.505						
04/08/2014	00:00:00	27.702	27.505						
04/08/2014	01:00:00	27.727	27.21						
04/08/2014	02:00:00	27.776	27.456						
04/08/2014	03:00:00	27.628	27.505						
04/08/2014	04:00:00	27.677	27.235						
04/08/2014	05:00:00	27.751	27.382						
04/08/2014	06:00:00	27.653	27.431						
04/08/2014	07:00:00	27.727	27.554						
04/08/2014	08:00:00	27.702	27.087						
04/08/2014	09:00:00	27.628	26.72						
04/08/2014	10:00:00	27.161	26.573						
04/08/2014	11:00:00	27.333	26.793						
04/08/2014	12:00:00	27.924	27.481						
04/08/2014	13:00:00	27.702	27.333						
04/08/2014	14:00:00	27.579	27.431						
04/08/2014	15:00:00	28.072	27.456						
04/08/2014	16:00:00	28.048	27.554						
04/08/2014	17:00:00	27.751	27.284						
04/08/2014	18:00:00	27.974	27.751						
04/08/2014	19:00:00	27.998	27.579						
04/08/2014	20:00:00	28.742	27.53						
04/08/2014	21:00:00	27.998	27.308						
04/08/2014	22:00:00	28.245	27.456						
04/08/2014	23:00:00	28.295	27.481						
05/08/2014	00:00:00	27.974	27.456						
05/08/2014	01:00:00	28.023	27.186						
05/08/2014	02:00:00	27.949	27.53						
05/08/2014	03:00:00	27.974	27.801						
05/08/2014	04:00:00	28.048	27.776						
05/08/2014	05:00:00	27.974	27.899						
05/08/2014	06:00:00	27.899	27.85						
05/08/2014	07:00:00	28.072	28.048						
05/08/2014	08:00:00	28.122	27.974						
05/08/2014	09:00:00	28.122	27.727						
05/08/2014	10:00:00	28.171	27.85						
05/08/2014	11:00:00	28.468	28.097						
05/08/2014	12:00:00	28.543	28.196						
05/08/2014	13:00:00	28.493	28.147						
05/08/2014	14:00:00	28.27	28.097						
05/08/2014	15:00:00	28.245	28.072						
05/08/2014	16:00:00	28.617	28.023						
05/08/2014	17:00:00	28.518	27.949						
05/08/2014	18:00:00	28.543	27.825						
05/08/2014	19:00:00	28.717	27.53						
05/08/2014	20:00:00	28.717	27.604						
05/08/2014	21:00:00	28.394	28.048						
05/08/2014	22:00:00	28.444	28.072						
05/08/2014	23:00:00	28.518	28.147						
06/08/2014	00:00:00	28.518	28.147						
06/08/2014	01:00:00	28.493	27.998						
06/08/2014	02:00:00	28.493	27.875						
06/08/2014	03:00:00	28.32	27.677						
06/08/2014	04:00:00	28.245	27.899						
06/08/2014	05:00:00	27.924	27.974						
06/08/2014	06:00:00	28.196	28.048						
06/08/2014	07:00:00	28.097	28.023						
06/08/2014	08:00:00	27.801	27.801						
06/08/2014	09:00:00	28.147	28.097						
06/08/2014	10:00:00	28.147	28.122						
06/08/2014	11:00:00	28.147	28.072						
06/08/2014	12:00:00	28.147	28.072						
06/08/2014	13:00:00	28.369	28.295						
06/08/2014	14:00:00	28.345	28.122						
06/08/2014	15:00:00	28.27	28.147						
06/08/2014	16:00:00	28.468	28.345						
06/08/2014	17:00:00	28.345	28.245						
06/08/2014	18:00:00	28.543	28.568						
06/08/2014	19:00:00	28.692	28.568						
06/08/2014	20:00:00	28.717	28.667						
06/08/2014	21:00:00	28.617	28.32						
06/08/2014	22:00:00	28.394	28.122						
06/08/2014	23:00:00	28.444	28.369						
07/08/2014	00:00:00	28.419	28.32						
07/08/2014	01:00:00	28.394	28.245						
07/08/2014	02:00:00	28.369	28.27						
07/08/2014	03:00:00	28.419	28.27						
07/08/2014	04:00:00	28.394	28.32						
07/08/2014	05:00:00	28.369	28.295						
07/08/2014	06:00:00	28.345	28.27						
07/08/2014	07:00:00	28.345	28.27						
07/08/2014	08:00:00	28.345	28.27						
07/08/2014	09:00:00	28.369	28.27						
07/08/2014	10:00:00	28.468	28.369						
07/08/2014	11:00:00	28.568	28.394						
07/08/2014	12:00:00	28.642	28.543						
07/08/2014	13:00:00	28.766	28.642						
07/08/2014	14:00:00	28.816	28.593						
07/08/2014	15:00:00	28.717	28.419						
07/08/2014	16:00:00	28.717	28.394						
07/08/2014	17:00:00	28.742	28.444						
07/08/2014	18:00:00	28.617	28.394						
07/08/2014	19:00:00	28.518	28.394						
07/08/2014	20:00:00	28.444	28.345						
07/08/2014	21:00:00	28.518	28.32						
07/08/2014	22:00:00	28.444	28.32						
07/08/2014	23:00:00	28.493	28.345						
08/08/2014	00:00:00	28.394	28.295						
08/08/2014	01:00:00	28.32	28.023						
08/08/2014	02:00:00	28.196	28.097						
08/08/2014	03:00:00	28.444	28.171						
08/08/2014	04:00:00	28.568	28.295						
08/08/2014	05:00:00	28.493	28.369						
08/08/2014	06:00:00	28.419	28.122						
08/08/2014	07:00:00	28.295	28.023						
08/08/2014	08:00:00	28.419	28.345						
08/08/2014	09:00:00	28.518	28.394						
08/08/2014	10:00:00	28.543	28.419						
08/08/2014	11:00:00	28.692	28.245						
08/08/2014	12:00:00	28.866	28.369						
08/08/2014	13:00:00	28.866	28.345						
08/08/2014	14:00:00	28.866	28.717						
08/08/2014	15:00:00	28.766	28.27						
08/08/2014	16:00:00	28.642	27.974						
08/08/2014	17:00:00	28.543	28.196						
08/08/2014	18:00:00	28.468	28.122						
08/08/2014	19:00:00	28.394	27.998						
08/08/2014	20:00:00	28.394	27.899						
08/08/2014	21:00:00	28.32	27.875						
08/08/2014	22:00:00	28.221	27.899						
08/08/2014	23:00:00	28.171	27.924						
09/08/2014	00:00:00	28.171	27.899						
09/08/2014	01:00:00	28.196	27.949						
09/08/2014	02:00:00	28.122	27.949						
