"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 20987442, SEN S/N: 20987442)"	"Acoplador separado (LGR S/N: 20987442, SEN S/N: 20987442)"	"Acoplador adjunto (LGR S/N: 20987442, SEN S/N: 20987442)"	"Host conectado (LGR S/N: 20987442, SEN S/N: 20987442)"	"Parado (LGR S/N: 20987442, SEN S/N: 20987442)"	"Final de archivo (LGR S/N: 20987442, SEN S/N: 20987442)"
1	27/04/21	08:00:00	17.391	Registrado				
2	27/04/21	09:00:00	17.058					
3	27/04/21	10:00:00	14.697					
4	27/04/21	11:00:00	14.649					
5	27/04/21	12:00:00	14.625					
6	27/04/21	13:00:00	14.457					
7	27/04/21	14:00:00	14.697					
8	27/04/21	15:00:00	14.577					
9	27/04/21	16:00:00	14.337					
10	27/04/21	17:00:00	14.433					
11	27/04/21	18:00:00	14.481					
12	27/04/21	19:00:00	14.457					
13	27/04/21	20:00:00	14.505					
14	27/04/21	21:00:00	14.577					
15	27/04/21	22:00:00	14.481					
16	27/04/21	23:00:00	14.433					
17	28/04/21	00:00:00	14.457					
18	28/04/21	01:00:00	14.385					
19	28/04/21	02:00:00	14.457					
20	28/04/21	03:00:00	14.577					
21	28/04/21	04:00:00	14.577					
22	28/04/21	05:00:00	14.529					
23	28/04/21	06:00:00	14.553					
24	28/04/21	07:00:00	14.577					
25	28/04/21	08:00:00	14.457					
26	28/04/21	09:00:00	14.481					
27	28/04/21	10:00:00	14.625					
28	28/04/21	11:00:00	14.649					
29	28/04/21	12:00:00	14.457					
30	28/04/21	13:00:00	14.337					
31	28/04/21	14:00:00	14.409					
32	28/04/21	15:00:00	14.577					
33	28/04/21	16:00:00	14.577					
34	28/04/21	17:00:00	14.457					
35	28/04/21	18:00:00	14.481					
36	28/04/21	19:00:00	14.529					
37	28/04/21	20:00:00	14.553					
38	28/04/21	21:00:00	14.577					
39	28/04/21	22:00:00	14.433					
40	28/04/21	23:00:00	14.481					
41	29/04/21	00:00:00	14.361					
42	29/04/21	01:00:00	14.290					
43	29/04/21	02:00:00	14.266					
44	29/04/21	03:00:00	14.529					
45	29/04/21	04:00:00	14.457					
46	29/04/21	05:00:00	14.385					
47	29/04/21	06:00:00	14.385					
48	29/04/21	07:00:00	14.361					
49	29/04/21	08:00:00	14.361					
50	29/04/21	09:00:00	14.314					
51	29/04/21	10:00:00	14.433					
52	29/04/21	11:00:00	14.529					
53	29/04/21	12:00:00	14.457					
54	29/04/21	13:00:00	14.433					
55	29/04/21	14:00:00	14.529					
56	29/04/21	15:00:00	14.625					
57	29/04/21	16:00:00	14.649					
58	29/04/21	17:00:00	14.673					
59	29/04/21	18:00:00	14.553					
60	29/04/21	19:00:00	14.553					
61	29/04/21	20:00:00	14.529					
62	29/04/21	21:00:00	14.529					
63	29/04/21	22:00:00	14.529					
64	29/04/21	23:00:00	14.577					
65	30/04/21	00:00:00	14.553					
66	30/04/21	01:00:00	14.553					
67	30/04/21	02:00:00	14.529					
68	30/04/21	03:00:00	14.529					
69	30/04/21	04:00:00	14.553					
70	30/04/21	05:00:00	14.577					
71	30/04/21	06:00:00	14.577					
72	30/04/21	07:00:00	14.601					
73	30/04/21	08:00:00	14.601					
74	30/04/21	09:00:00	14.625					
75	30/04/21	10:00:00	14.601					
76	30/04/21	11:00:00	14.625					
77	30/04/21	12:00:00	14.673					
78	30/04/21	13:00:00	14.673					
79	30/04/21	14:00:00	14.673					
80	30/04/21	15:00:00	14.625					
81	30/04/21	16:00:00	14.625					
82	30/04/21	17:00:00	14.625					
83	30/04/21	18:00:00	14.673					
84	30/04/21	19:00:00	14.649					
85	30/04/21	20:00:00	14.673					
86	30/04/21	21:00:00	14.649					
87	30/04/21	22:00:00	14.649					
88	30/04/21	23:00:00	14.625					
89	01/05/21	00:00:00	14.697					
90	01/05/21	01:00:00	14.697					
91	01/05/21	02:00:00	14.721					
92	01/05/21	03:00:00	14.721					
93	01/05/21	04:00:00	14.721					
94	01/05/21	05:00:00	14.721					
95	01/05/21	06:00:00	14.745					
96	01/05/21	07:00:00	14.745					
97	01/05/21	08:00:00	14.673					
98	01/05/21	09:00:00	14.673					
99	01/05/21	10:00:00	14.697					
100	01/05/21	11:00:00	14.673					
101	01/05/21	12:00:00	14.721					
102	01/05/21	13:00:00	14.768					
103	01/05/21	14:00:00	14.768					
104	01/05/21	15:00:00	14.745					
105	01/05/21	16:00:00	14.768					
106	01/05/21	17:00:00	14.792					
107	01/05/21	18:00:00	14.816					
108	01/05/21	19:00:00	14.745					
109	01/05/21	20:00:00	14.649					
110	01/05/21	21:00:00	14.673					
111	01/05/21	22:00:00	14.673					
112	01/05/21	23:00:00	14.721					
113	02/05/21	00:00:00	14.745					
114	02/05/21	01:00:00	14.768					
115	02/05/21	02:00:00	15.103					
116	02/05/21	03:00:00	15.247					
117	02/05/21	04:00:00	15.270					
118	02/05/21	05:00:00	15.270					
119	02/05/21	06:00:00	15.294					
120	02/05/21	07:00:00	15.294					
121	02/05/21	08:00:00	15.294					
122	02/05/21	09:00:00	15.294					
123	02/05/21	10:00:00	15.294					
124	02/05/21	11:00:00	15.294					
125	02/05/21	12:00:00	15.270					
126	02/05/21	13:00:00	15.151					
127	02/05/21	14:00:00	15.175					
128	02/05/21	15:00:00	15.294					
129	02/05/21	16:00:00	15.318					
130	02/05/21	17:00:00	15.366					
131	02/05/21	18:00:00	15.294					
132	02/05/21	19:00:00	15.270					
133	02/05/21	20:00:00	15.318					
134	02/05/21	21:00:00	15.318					
135	02/05/21	22:00:00	15.390					
136	02/05/21	23:00:00	15.390					
137	03/05/21	00:00:00	15.461					
138	03/05/21	01:00:00	15.509					
139	03/05/21	02:00:00	15.533					
140	03/05/21	03:00:00	15.533					
141	03/05/21	04:00:00	15.533					
142	03/05/21	05:00:00	15.533					
143	03/05/21	06:00:00	15.533					
144	03/05/21	07:00:00	15.461					
145	03/05/21	08:00:00	15.390					
146	03/05/21	09:00:00	15.366					
147	03/05/21	10:00:00	15.342					
148	03/05/21	11:00:00	15.318					
149	03/05/21	12:00:00	15.318					
150	03/05/21	13:00:00	15.294					
151	03/05/21	14:00:00	15.247					
152	03/05/21	15:00:00	15.199					
153	03/05/21	16:00:00	15.199					
154	03/05/21	17:00:00	15.175					
155	03/05/21	18:00:00	15.199					
156	03/05/21	19:00:00	15.223					
157	03/05/21	20:00:00	15.223					
158	03/05/21	21:00:00	15.223					
159	03/05/21	22:00:00	15.247					
160	03/05/21	23:00:00	15.270					
161	04/05/21	00:00:00	15.294					
162	04/05/21	01:00:00	15.294					
163	04/05/21	02:00:00	15.294					
164	04/05/21	03:00:00	15.199					
165	04/05/21	04:00:00	15.151					
166	04/05/21	05:00:00	15.151					
167	04/05/21	06:00:00	15.199					
168	04/05/21	07:00:00	15.223					
169	04/05/21	08:00:00	15.247					
170	04/05/21	09:00:00	15.247					
171	04/05/21	10:00:00	15.294					
172	04/05/21	11:00:00	15.318					
173	04/05/21	12:00:00	15.294					
174	04/05/21	13:00:00	15.294					
175	04/05/21	14:00:00	15.342					
176	04/05/21	15:00:00	15.294					
177	04/05/21	16:00:00	15.318					
178	04/05/21	17:00:00	15.318					
179	04/05/21	18:00:00	15.318					
180	04/05/21	19:00:00	15.294					
181	04/05/21	20:00:00	15.294					
182	04/05/21	21:00:00	15.294					
183	04/05/21	22:00:00	15.294					
184	04/05/21	23:00:00	15.294					
185	05/05/21	00:00:00	15.294					
