"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 20954381, SEN S/N: 20954381, LBL: Porros_5m_20621)"	"Acoplador separado (LGR S/N: 20954381, SEN S/N: 20954381)"	"Acoplador adjunto (LGR S/N: 20954381, SEN S/N: 20954381)"	"Host conectado (LGR S/N: 20954381, SEN S/N: 20954381)"	"Parado (LGR S/N: 20954381, SEN S/N: 20954381)"	"Final de archivo (LGR S/N: 20954381, SEN S/N: 20954381)"
1	02/06/21	12:00:00	20.412	Registrado				
2	02/06/21	13:00:00	21.270					
3	02/06/21	14:00:00	20.341					
4	02/06/21	15:00:00	20.341					
5	02/06/21	16:00:00	20.198					
6	02/06/21	17:00:00	19.936					
7	02/06/21	18:00:00	19.746					
8	02/06/21	19:00:00	19.770					
9	02/06/21	20:00:00	19.651					
10	02/06/21	21:00:00	19.674					
11	02/06/21	22:00:00	19.651					
12	02/06/21	23:00:00	19.651					
13	03/06/21	00:00:00	19.722					
14	03/06/21	01:00:00	19.746					
15	03/06/21	02:00:00	19.722					
16	03/06/21	03:00:00	19.817					
17	03/06/21	04:00:00	19.936					
18	03/06/21	05:00:00	19.936					
19	03/06/21	06:00:00	19.936					
20	03/06/21	07:00:00	19.936					
21	03/06/21	08:00:00	20.031					
22	03/06/21	09:00:00	20.055					
23	03/06/21	10:00:00	20.079					
24	03/06/21	11:00:00	20.055					
25	03/06/21	12:00:00	19.865					
26	03/06/21	13:00:00	19.793					
27	03/06/21	14:00:00	19.912					
28	03/06/21	15:00:00	19.865					
29	03/06/21	16:00:00	19.746					
30	03/06/21	17:00:00	19.746					
31	03/06/21	18:00:00	19.960					
32	03/06/21	19:00:00	19.936					
33	03/06/21	20:00:00	19.960					
34	03/06/21	21:00:00	19.722					
35	03/06/21	22:00:00	19.888					
36	03/06/21	23:00:00	19.888					
37	04/06/21	00:00:00	19.722					
38	04/06/21	01:00:00	19.770					
39	04/06/21	02:00:00	19.793					
40	04/06/21	03:00:00	19.651					
41	04/06/21	04:00:00	19.770					
42	04/06/21	05:00:00	19.770					
43	04/06/21	06:00:00	19.793					
44	04/06/21	07:00:00	19.865					
45	04/06/21	08:00:00	19.888					
46	04/06/21	09:00:00	19.888					
47	04/06/21	10:00:00	19.865					
48	04/06/21	11:00:00	19.841					
49	04/06/21	12:00:00	19.817					
50	04/06/21	13:00:00	19.960					
51	04/06/21	14:00:00	20.174					
52	04/06/21	15:00:00	19.912					
53	04/06/21	16:00:00	19.841					
54	04/06/21	17:00:00	19.770					
55	04/06/21	18:00:00	19.817					
56	04/06/21	19:00:00	19.817					
57	04/06/21	20:00:00	19.817					
58	04/06/21	21:00:00	19.841					
59	04/06/21	22:00:00	19.865					
60	04/06/21	23:00:00	19.888					
61	05/06/21	00:00:00	19.888					
62	05/06/21	01:00:00	19.936					
63	05/06/21	02:00:00	19.912					
64	05/06/21	03:00:00	19.984					
65	05/06/21	04:00:00	19.984					
66	05/06/21	05:00:00	19.960					
67	05/06/21	06:00:00	19.984					
68	05/06/21	07:00:00	19.770					
69	05/06/21	08:00:00	19.984					
70	05/06/21	09:00:00	19.817					
71	05/06/21	10:00:00	19.817					
72	05/06/21	11:00:00	19.817					
73	05/06/21	12:00:00	19.722					
74	05/06/21	13:00:00	19.888					
75	05/06/21	14:00:00	19.888					
76	05/06/21	15:00:00	19.888					
77	05/06/21	16:00:00	19.912					
78	05/06/21	17:00:00	19.817					
79	05/06/21	18:00:00	19.722					
80	05/06/21	19:00:00	19.770					
81	05/06/21	20:00:00	19.960					
82	05/06/21	21:00:00	19.960					
83	05/06/21	22:00:00	19.746					
84	05/06/21	23:00:00	19.770					
85	06/06/21	00:00:00	19.841					
86	06/06/21	01:00:00	19.793					
87	06/06/21	02:00:00	19.841					
88	06/06/21	03:00:00	19.841					
89	06/06/21	04:00:00	19.865					
90	06/06/21	05:00:00	19.770					
91	06/06/21	06:00:00	19.651					
92	06/06/21	07:00:00	19.770					
93	06/06/21	08:00:00	19.817					
94	06/06/21	09:00:00	19.841					
95	06/06/21	10:00:00	19.484					
96	06/06/21	11:00:00	19.579					
97	06/06/21	12:00:00	19.793					
98	06/06/21	13:00:00	19.912					
99	06/06/21	14:00:00	19.960					
100	06/06/21	15:00:00	19.960					
101	06/06/21	16:00:00	20.055					
102	06/06/21	17:00:00	20.079					
103	06/06/21	18:00:00	20.103					
104	06/06/21	19:00:00	20.103					
105	06/06/21	20:00:00	20.103					
106	06/06/21	21:00:00	20.150					
107	06/06/21	22:00:00	20.150					
108	06/06/21	23:00:00	20.150					
109	07/06/21	00:00:00	20.103					
110	07/06/21	01:00:00	20.126					
111	07/06/21	02:00:00	20.126					
112	07/06/21	03:00:00	20.150					
113	07/06/21	04:00:00	20.222					
114	07/06/21	05:00:00	20.222					
115	07/06/21	06:00:00	20.222					
116	07/06/21	07:00:00	20.246					
117	07/06/21	08:00:00	20.269					
118	07/06/21	09:00:00	20.365					
119	07/06/21	10:00:00	20.507					
120	07/06/21	11:00:00	20.627					
121	07/06/21	12:00:00	20.412					
122	07/06/21	13:00:00	20.436					
123	07/06/21	14:00:00	20.198					
124	07/06/21	15:00:00	20.174					
125	07/06/21	16:00:00	20.174					
126	07/06/21	17:00:00	20.103					
127	07/06/21	18:00:00	20.103					
128	07/06/21	19:00:00	20.079					
129	07/06/21	20:00:00	20.103					
130	07/06/21	21:00:00	20.246					
131	07/06/21	22:00:00	20.484					
132	07/06/21	23:00:00	20.222					
133	08/06/21	00:00:00	20.246					
134	08/06/21	01:00:00	20.817					
135	08/06/21	02:00:00	20.770					
136	08/06/21	03:00:00	20.770					
137	08/06/21	04:00:00	20.317					
138	08/06/21	05:00:00	20.603					
139	08/06/21	06:00:00	20.650					
140	08/06/21	07:00:00	20.841					
141	08/06/21	08:00:00	20.793					
