"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 20954370, SEN S/N: 20954370, LBL: Aire_5m_310521)"	"Acoplador separado (LGR S/N: 20954370, SEN S/N: 20954370)"	"Acoplador adjunto (LGR S/N: 20954370, SEN S/N: 20954370)"	"Host conectado (LGR S/N: 20954370, SEN S/N: 20954370)"	"Parado (LGR S/N: 20954370, SEN S/N: 20954370)"	"Final de archivo (LGR S/N: 20954370, SEN S/N: 20954370)"
1	31/05/21	16:00:00	20.317	Registrado				
2	31/05/21	17:00:00	19.436					
3	31/05/21	18:00:00	20.317					
4	31/05/21	19:00:00	20.507					
5	31/05/21	20:00:00	20.555					
6	31/05/21	21:00:00	20.674					
7	31/05/21	22:00:00	20.650					
8	31/05/21	23:00:00	20.603					
9	01/06/21	00:00:00	20.484					
10	01/06/21	01:00:00	20.436					
11	01/06/21	02:00:00	20.484					
12	01/06/21	03:00:00	20.460					
13	01/06/21	04:00:00	20.460					
14	01/06/21	05:00:00	20.031					
15	01/06/21	06:00:00	19.603					
16	01/06/21	07:00:00	19.793					
17	01/06/21	08:00:00	19.151					
18	01/06/21	09:00:00	19.651					
19	01/06/21	10:00:00	20.269					
20	01/06/21	11:00:00	20.222					
21	01/06/21	12:00:00	20.007					
22	01/06/21	13:00:00	20.269					
23	01/06/21	14:00:00	20.627					
24	01/06/21	15:00:00	20.698					
25	01/06/21	16:00:00	20.722					
26	01/06/21	17:00:00	20.627					
27	01/06/21	18:00:00	20.698					
28	01/06/21	19:00:00	20.698					
29	01/06/21	20:00:00	20.627					
30	01/06/21	21:00:00	20.603					
31	01/06/21	22:00:00	20.531					
32	01/06/21	23:00:00	20.436					
33	02/06/21	00:00:00	20.293					
34	02/06/21	01:00:00	20.198					
35	02/06/21	02:00:00	20.412					
36	02/06/21	03:00:00	20.269					
37	02/06/21	04:00:00	20.388					
38	02/06/21	05:00:00	20.412					
39	02/06/21	06:00:00	20.269					
40	02/06/21	07:00:00	19.674					
41	02/06/21	08:00:00	20.150					
42	02/06/21	09:00:00	20.293					
43	02/06/21	10:00:00	20.341					
44	02/06/21	11:00:00	20.388					
45	02/06/21	12:00:00	20.603					
46	02/06/21	13:00:00	20.507					
47	02/06/21	14:00:00	20.793					
48	02/06/21	15:00:00	20.770					
49	02/06/21	16:00:00	20.793					
50	02/06/21	17:00:00	21.342					
51	02/06/21	18:00:00	20.007					
52	02/06/21	19:00:00	20.627					
53	02/06/21	20:00:00	20.650					
54	02/06/21	21:00:00	20.722					
55	02/06/21	22:00:00	20.698					
56	02/06/21	23:00:00	19.841					
57	03/06/21	00:00:00	20.746					
58	03/06/21	01:00:00	20.460					
59	03/06/21	02:00:00	20.507					
60	03/06/21	03:00:00	20.531					
61	03/06/21	04:00:00	20.603					
62	03/06/21	05:00:00	20.650					
63	03/06/21	06:00:00	20.698					
64	03/06/21	07:00:00	20.531					
65	03/06/21	08:00:00	20.579					
66	03/06/21	09:00:00	20.507					
67	03/06/21	10:00:00	19.841					
68	03/06/21	11:00:00	20.793					
69	03/06/21	12:00:00	20.674					
70	03/06/21	13:00:00	20.674					
71	03/06/21	14:00:00	20.698					
72	03/06/21	15:00:00	20.579					
73	03/06/21	16:00:00	20.627					
74	03/06/21	17:00:00	20.674					
75	03/06/21	18:00:00	20.627					
76	03/06/21	19:00:00	20.627					
77	03/06/21	20:00:00	20.627					
78	03/06/21	21:00:00	20.579					
79	03/06/21	22:00:00	20.341					
80	03/06/21	23:00:00	20.222					
81	04/06/21	00:00:00	19.912					
82	04/06/21	01:00:00	19.555					
83	04/06/21	02:00:00	19.674					
84	04/06/21	03:00:00	20.293					
85	04/06/21	04:00:00	20.222					
86	04/06/21	05:00:00	20.269					
87	04/06/21	06:00:00	20.388					
88	04/06/21	07:00:00	19.532					
89	04/06/21	08:00:00	20.388					
90	04/06/21	09:00:00	20.103					
91	04/06/21	10:00:00	20.246					
92	04/06/21	11:00:00	20.365					
93	04/06/21	12:00:00	20.150					
94	04/06/21	13:00:00	20.150					
95	04/06/21	14:00:00	20.293					
96	04/06/21	15:00:00	20.293					
97	04/06/21	16:00:00	20.484					
98	04/06/21	17:00:00	20.484					
99	04/06/21	18:00:00	20.555					
100	04/06/21	19:00:00	20.507					
101	04/06/21	20:00:00	20.674					
102	04/06/21	21:00:00	20.698					
103	04/06/21	22:00:00	20.365					
104	04/06/21	23:00:00	20.603					
105	05/06/21	00:00:00	20.031					
106	05/06/21	01:00:00	20.222					
107	05/06/21	02:00:00	20.174					
108	05/06/21	03:00:00	19.841					
109	05/06/21	04:00:00	20.055					
110	05/06/21	05:00:00	20.007					
111	05/06/21	06:00:00	19.627					
112	05/06/21	07:00:00	20.103					
113	05/06/21	08:00:00	20.293					
114	05/06/21	09:00:00	20.246					
115	05/06/21	10:00:00	20.031					
116	05/06/21	11:00:00	20.222					
117	05/06/21	12:00:00	19.246					
118	05/06/21	13:00:00	19.127					
119	05/06/21	14:00:00	20.126					
120	05/06/21	15:00:00	20.150					
121	05/06/21	16:00:00	20.341					
122	05/06/21	17:00:00	20.246					
123	05/06/21	18:00:00	20.412					
124	05/06/21	19:00:00	20.150					
125	05/06/21	20:00:00	20.317					
126	05/06/21	21:00:00	20.460					
127	05/06/21	22:00:00	20.436					
128	05/06/21	23:00:00	20.365					
129	06/06/21	00:00:00	20.460					
130	06/06/21	01:00:00	20.436					
131	06/06/21	02:00:00	20.436					
132	06/06/21	03:00:00	20.341					
133	06/06/21	04:00:00	20.293					
134	06/06/21	05:00:00	20.269					
135	06/06/21	06:00:00	20.246					
136	06/06/21	07:00:00	20.103					
137	06/06/21	08:00:00	20.031					
138	06/06/21	09:00:00	19.793					
139	06/06/21	10:00:00	19.984					
140	06/06/21	11:00:00	20.055					
141	06/06/21	12:00:00	20.198					
142	06/06/21	13:00:00	20.341					
143	06/06/21	14:00:00	20.365					
144	06/06/21	15:00:00	20.174					
145	06/06/21	16:00:00	20.269					
146	06/06/21	17:00:00	20.412					
147	06/06/21	18:00:00	20.436					
148	06/06/21	19:00:00	20.317					
149	06/06/21	20:00:00	20.079					
150	06/06/21	21:00:00	20.365					
151	06/06/21	22:00:00	20.388					
152	06/06/21	23:00:00	20.531					
153	07/06/21	00:00:00	20.579					
154	07/06/21	01:00:00	20.627					
155	07/06/21	02:00:00	20.674					
156	07/06/21	03:00:00	20.603					
157	07/06/21	04:00:00	20.436					
158	07/06/21	05:00:00	20.341					
159	07/06/21	06:00:00	20.317					
160	07/06/21	07:00:00	20.269					
161	07/06/21	08:00:00	19.984					
162	07/06/21	09:00:00	20.246					
163	07/06/21	10:00:00	20.317					
164	07/06/21	11:00:00	20.079					
165	07/06/21	12:00:00	20.150					
166	07/06/21	13:00:00	20.388					
167	07/06/21	14:00:00	20.603					
168	07/06/21	15:00:00	20.269					
169	07/06/21	16:00:00	21.079					
170	07/06/21	17:00:00	21.008					
171	07/06/21	18:00:00	20.865					
172	07/06/21	19:00:00	20.770					
173	07/06/21	20:00:00	20.913					
174	07/06/21	21:00:00	20.674					
175	07/06/21	22:00:00	20.746					
176	07/06/21	23:00:00	20.603					
177	08/06/21	00:00:00	20.793					
178	08/06/21	01:00:00	20.555					
179	08/06/21	02:00:00	20.698					
180	08/06/21	03:00:00	20.817					
181	08/06/21	04:00:00	20.865					
182	08/06/21	05:00:00	20.817					
183	08/06/21	06:00:00	20.770					
184	08/06/21	07:00:00	20.793					
185	08/06/21	08:00:00	20.770					
186	08/06/21	09:00:00	20.722					
187	08/06/21	10:00:00	20.817					
188	08/06/21	11:00:00	20.341					
189	08/06/21	12:00:00	20.293					
190	08/06/21	13:00:00	19.841					
191	08/06/21	14:00:00	20.841					
192	08/06/21	15:00:00	20.913					
193	08/06/21	16:00:00	20.984					
194	08/06/21	17:00:00	21.223					
195	08/06/21	18:00:00	21.246					
196	08/06/21	19:00:00	21.270					
197	08/06/21	20:00:00	21.246					
198	08/06/21	21:00:00	21.246					
199	08/06/21	22:00:00	21.270					
200	08/06/21	23:00:00	21.318					
201	09/06/21	00:00:00	21.199					
202	09/06/21	01:00:00	21.151					
203	09/06/21	02:00:00	21.151					
204	09/06/21	03:00:00	21.103					
205	09/06/21	04:00:00	21.079					
206	09/06/21	05:00:00	20.960					
207	09/06/21	06:00:00	20.984					
208	09/06/21	07:00:00	20.984					
209	09/06/21	08:00:00	20.984					
210	09/06/21	09:00:00	21.032					
211	09/06/21	10:00:00	21.032					
212	09/06/21	11:00:00	20.817					
213	09/06/21	12:00:00	20.627					
214	09/06/21	13:00:00	20.793					
215	09/06/21	14:00:00	20.722					
216	09/06/21	15:00:00	20.889					
217	09/06/21	16:00:00	20.817					
218	09/06/21	17:00:00	20.770					
219	09/06/21	18:00:00	21.151					
220	09/06/21	19:00:00	21.175					
221	09/06/21	20:00:00	21.246					
222	09/06/21	21:00:00	21.437					
