"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 10933125, SEN S/N: 10933125, LBL: Porros 25m_020621)"	"Acoplador separado (LGR S/N: 10933125, SEN S/N: 10933125)"	"Acoplador adjunto (LGR S/N: 10933125, SEN S/N: 10933125)"	"Host conectado (LGR S/N: 10933125, SEN S/N: 10933125)"	"Parado (LGR S/N: 10933125, SEN S/N: 10933125)"	"Final de archivo (LGR S/N: 10933125, SEN S/N: 10933125)"
1	02/06/21	12:00:00	17.296	Registrado				
2	02/06/21	13:00:00	17.534					
3	02/06/21	14:00:00	17.510					
4	02/06/21	15:00:00	18.438					
5	02/06/21	16:00:00	17.534					
6	02/06/21	17:00:00	17.344					
7	02/06/21	18:00:00	17.082					
8	02/06/21	19:00:00	16.915					
9	02/06/21	20:00:00	17.486					
10	02/06/21	21:00:00	17.391					
11	02/06/21	22:00:00	16.915					
12	02/06/21	23:00:00	16.939					
13	03/06/21	00:00:00	17.796					
14	03/06/21	01:00:00	17.796					
15	03/06/21	02:00:00	16.915					
16	03/06/21	03:00:00	16.915					
17	03/06/21	04:00:00	16.892					
18	03/06/21	05:00:00	16.987					
19	03/06/21	06:00:00	16.820					
20	03/06/21	07:00:00	16.892					
21	03/06/21	08:00:00	16.915					
22	03/06/21	09:00:00	16.963					
23	03/06/21	10:00:00	17.082					
24	03/06/21	11:00:00	17.011					
25	03/06/21	12:00:00	17.225					
26	03/06/21	13:00:00	17.368					
27	03/06/21	14:00:00	17.201					
28	03/06/21	15:00:00	17.344					
29	03/06/21	16:00:00	17.106					
30	03/06/21	17:00:00	17.130					
31	03/06/21	18:00:00	17.177					
32	03/06/21	19:00:00	16.963					
33	03/06/21	20:00:00	16.892					
34	03/06/21	21:00:00	16.892					
35	03/06/21	22:00:00	17.106					
36	03/06/21	23:00:00	17.177					
37	04/06/21	00:00:00	16.820					
38	04/06/21	01:00:00	16.749					
39	04/06/21	02:00:00	17.034					
40	04/06/21	03:00:00	17.058					
41	04/06/21	04:00:00	17.153					
42	04/06/21	05:00:00	17.011					
43	04/06/21	06:00:00	16.939					
44	04/06/21	07:00:00	16.868					
45	04/06/21	08:00:00	16.939					
46	04/06/21	09:00:00	16.963					
47	04/06/21	10:00:00	17.130					
48	04/06/21	11:00:00	17.463					
49	04/06/21	12:00:00	17.249					
50	04/06/21	13:00:00	17.201					
51	04/06/21	14:00:00	17.819					
52	04/06/21	15:00:00	17.320					
53	04/06/21	16:00:00	18.176					
54	04/06/21	17:00:00	17.748					
55	04/06/21	18:00:00	17.463					
56	04/06/21	19:00:00	17.558					
57	04/06/21	20:00:00	18.010					
58	04/06/21	21:00:00	18.152					
59	04/06/21	22:00:00	17.748					
60	04/06/21	23:00:00	17.320					
61	05/06/21	00:00:00	17.272					
62	05/06/21	01:00:00	17.629					
63	05/06/21	02:00:00	17.296					
64	05/06/21	03:00:00	17.368					
65	05/06/21	04:00:00	18.438					
66	05/06/21	05:00:00	19.032					
67	05/06/21	06:00:00	19.175					
68	05/06/21	07:00:00	19.318					
69	05/06/21	08:00:00	19.389					
70	05/06/21	09:00:00	19.484					
71	05/06/21	10:00:00	18.961					
72	05/06/21	11:00:00	19.413					
73	05/06/21	12:00:00	19.508					
74	05/06/21	13:00:00	18.866					
75	05/06/21	14:00:00	18.390					
76	05/06/21	15:00:00	17.344					
77	05/06/21	16:00:00	17.653					
78	05/06/21	17:00:00	17.415					
79	05/06/21	18:00:00	16.725					
80	05/06/21	19:00:00	16.344					
81	05/06/21	20:00:00	16.296					
82	05/06/21	21:00:00	16.249					
83	05/06/21	22:00:00	16.463					
84	05/06/21	23:00:00	16.368					
85	06/06/21	00:00:00	16.129					
86	06/06/21	01:00:00	16.129					
87	06/06/21	02:00:00	15.963					
88	06/06/21	03:00:00	16.129					
89	06/06/21	04:00:00	16.344					
90	06/06/21	05:00:00	16.129					
91	06/06/21	06:00:00	16.106					
92	06/06/21	07:00:00	16.439					
93	06/06/21	08:00:00	16.654					
94	06/06/21	09:00:00	16.725					
95	06/06/21	10:00:00	17.034					
96	06/06/21	11:00:00	16.534					
97	06/06/21	12:00:00	16.272					
98	06/06/21	13:00:00	16.392					
99	06/06/21	14:00:00	17.867					
100	06/06/21	15:00:00	19.008					
101	06/06/21	16:00:00	18.343					
102	06/06/21	17:00:00	18.129					
103	06/06/21	18:00:00	17.510					
104	06/06/21	19:00:00	18.580					
105	06/06/21	20:00:00	18.176					
106	06/06/21	21:00:00	18.010					
107	06/06/21	22:00:00	17.772					
108	06/06/21	23:00:00	17.605					
109	07/06/21	00:00:00	17.439					
110	07/06/21	01:00:00	17.486					
111	07/06/21	02:00:00	17.748					
112	07/06/21	03:00:00	17.986					
113	07/06/21	04:00:00	18.461					
114	07/06/21	05:00:00	18.224					
115	07/06/21	06:00:00	17.891					
116	07/06/21	07:00:00	17.938					
117	07/06/21	08:00:00	18.010					
118	07/06/21	09:00:00	17.986					
119	07/06/21	10:00:00	17.724					
120	07/06/21	11:00:00	17.891					
121	07/06/21	12:00:00	17.677					
122	07/06/21	13:00:00	17.534					
123	07/06/21	14:00:00	17.391					
124	07/06/21	15:00:00	16.987					
125	07/06/21	16:00:00	16.939					
126	07/06/21	17:00:00	17.153					
127	07/06/21	18:00:00	17.201					
128	07/06/21	19:00:00	17.225					
129	07/06/21	20:00:00	17.201					
130	07/06/21	21:00:00	17.249					
131	07/06/21	22:00:00	17.320					
132	07/06/21	23:00:00	16.963					
133	08/06/21	00:00:00	16.915					
134	08/06/21	01:00:00	16.987					
135	08/06/21	02:00:00	17.011					
136	08/06/21	03:00:00	16.987					
137	08/06/21	04:00:00	17.130					
138	08/06/21	05:00:00	18.271					
139	08/06/21	06:00:00	18.129					
140	08/06/21	07:00:00	17.486					
141	08/06/21	08:00:00	16.892					
142	08/06/21	09:00:00	16.701					
143	08/06/21	10:00:00	16.725					
144	08/06/21	11:00:00	16.773					
145	08/06/21	12:00:00	16.868					
146	08/06/21	13:00:00	16.534					
147	08/06/21	14:00:00	16.558					
148	08/06/21	15:00:00	16.606					
149	08/06/21	16:00:00	16.630					
150	08/06/21	17:00:00	16.773					
151	08/06/21	18:00:00	16.773					
152	08/06/21	19:00:00	17.772					
153	08/06/21	20:00:00	18.889					
154	08/06/21	21:00:00	18.771					
155	08/06/21	22:00:00	18.794					
156	08/06/21	23:00:00	19.484					
157	09/06/21	00:00:00	18.176					
158	09/06/21	01:00:00	17.938					
159	09/06/21	02:00:00	17.106					
160	09/06/21	03:00:00	16.868					
161	09/06/21	04:00:00	16.606					
162	09/06/21	05:00:00	16.939					
163	09/06/21	06:00:00	17.772					
164	09/06/21	07:00:00	18.057					
165	09/06/21	08:00:00	18.057					
166	09/06/21	09:00:00	17.130					
167	09/06/21	10:00:00	18.010					
168	09/06/21	11:00:00	18.105					
169	09/06/21	12:00:00	17.772					
170	09/06/21	13:00:00	17.368					
171	09/06/21	14:00:00	17.296					
172	09/06/21	15:00:00	17.249					
173	09/06/21	16:00:00	17.225					
174	09/06/21	17:00:00	17.391					
175	09/06/21	18:00:00	17.201					
176	09/06/21	19:00:00	17.510					
177	09/06/21	20:00:00	17.177					
178	09/06/21	21:00:00	17.153					
179	09/06/21	22:00:00	17.296					
180	09/06/21	23:00:00	17.225					
181	10/06/21	00:00:00	17.534					
182	10/06/21	01:00:00	17.130					
183	10/06/21	02:00:00	16.987					
184	10/06/21	03:00:00	16.868					
185	10/06/21	04:00:00	16.820					
186	10/06/21	05:00:00	16.654					
187	10/06/21	06:00:00	16.511					
188	10/06/21	07:00:00	16.511					
189	10/06/21	08:00:00	16.677					
190	10/06/21	09:00:00	16.654					
191	10/06/21	10:00:00	16.939					
192	10/06/21	11:00:00	16.868					
193	10/06/21	12:00:00	16.749					
194	10/06/21	13:00:00	17.153					
195	10/06/21	14:00:00	17.225					
196	10/06/21	15:00:00	17.011					
197	10/06/21	16:00:00	17.463					
198	10/06/21	17:00:00	17.796					
199	10/06/21	18:00:00	16.939					
200	10/06/21	19:00:00	16.844					
201	10/06/21	20:00:00	17.058					
202	10/06/21	21:00:00	18.343					
203	10/06/21	22:00:00	18.105					
204	10/06/21	23:00:00	17.272					
205	11/06/21	00:00:00	17.510					
206	11/06/21	01:00:00	17.249					
207	11/06/21	02:00:00	17.058					
208	11/06/21	03:00:00	17.344					
209	11/06/21	04:00:00	17.486					
210	11/06/21	05:00:00	16.987					
211	11/06/21	06:00:00	16.463					
212	11/06/21	07:00:00	16.749					
213	11/06/21	08:00:00	16.987					
214	11/06/21	09:00:00	16.963					
215	11/06/21	10:00:00	16.939					
216	11/06/21	11:00:00	16.820					
217	11/06/21	12:00:00	17.534					
218	11/06/21	13:00:00	16.963					
219	11/06/21	14:00:00	16.749					
220	11/06/21	15:00:00	16.915					
221	11/06/21	16:00:00	17.153					
222	11/06/21	17:00:00	16.915					
223	11/06/21	18:00:00	16.796					
224	11/06/21	19:00:00	16.939					
225	11/06/21	20:00:00	17.058					
226	11/06/21	21:00:00	16.892					
227	11/06/21	22:00:00	17.486					
228	11/06/21	23:00:00	17.034					
229	12/06/21	00:00:00	16.987					
230	12/06/21	01:00:00	17.106					
231	12/06/21	02:00:00	16.868					
232	12/06/21	03:00:00	16.820					
233	12/06/21	04:00:00	17.415					
234	12/06/21	05:00:00	17.582					
235	12/06/21	06:00:00	17.225					
236	12/06/21	07:00:00	17.058					
237	12/06/21	08:00:00	17.296					
238	12/06/21	09:00:00	17.320					
239	12/06/21	10:00:00	16.963					
240	12/06/21	11:00:00	17.463					
241	12/06/21	12:00:00	17.249					
242	12/06/21	13:00:00	17.439					
243	12/06/21	14:00:00	17.510					
244	12/06/21	15:00:00	17.915					
245	12/06/21	16:00:00	17.843					
246	12/06/21	17:00:00	18.129					
247	12/06/21	18:00:00	18.152					
248	12/06/21	19:00:00	16.915					
249	12/06/21	20:00:00	18.247					
250	12/06/21	21:00:00	16.606					
251	12/06/21	22:00:00	18.057					
252	12/06/21	23:00:00	17.177					
253	13/06/21	00:00:00	17.082					
254	13/06/21	01:00:00	17.011					
255	13/06/21	02:00:00	17.439					
256	13/06/21	03:00:00	17.772					
257	13/06/21	04:00:00	17.891					
258	13/06/21	05:00:00	18.057					
259	13/06/21	06:00:00	17.344					
260	13/06/21	07:00:00	17.843					
261	13/06/21	08:00:00	17.296					
262	13/06/21	09:00:00	18.200					
263	13/06/21	10:00:00	18.295					
264	13/06/21	11:00:00	17.534					
265	13/06/21	12:00:00	17.653					
266	13/06/21	13:00:00	17.677					
267	13/06/21	14:00:00	17.486					
268	13/06/21	15:00:00	17.225					
